index,Song name,type,artist,lyrics
759,हम जितनी बार जियेंगे,romantic,कविता कृष्णामूर्ति,आ जा सनम आ जा सनम आ जा आ जा आ जा आ जा  हम जितनी बार जियेंगे हम जितनी बार मरेंगे हम जितनी बार जियेंगे हम जितनी बार मरेंगे तुमसे ही प्यार किया हैं हो हो तुमसे ही प्यार किया हैं  तुमसे ही प्यार करेंगे हम जितनी बार जियेंगे हम जितनी बार मरेंगे हम जितनी बार जियेंगे हम जितनी बार मरेंगे तुमसे ही प्यार किया हैं है तुमसे ही प्यार किया हैं  तुमसे ही प्यार करेंगे हो हम जितनी बार जियेंगे हम जितनी बार मरेंगे हम जितनी बार जियेंगे हम जितनी बार मरेंगे  दिल राज़ी तो रब राज़ी है कौन ये दुनिआ वाले दिल राज़ी तो रब राज़ी है कौन ये दुनिया वाले बस तोड़ दे ये साई खम्बे सब पींजरे सब ठाले हम दोनों प्यार के पंछी हो हम दोनों प्यार के पंछी  जीवन भर साथ उड़ेंगे हो हम जितनी बार जियेंगे हम जितनी बार मरेंगे हम जितनी बार जियेंगे हम जितनी बार मरेंगे  न छोड़ा हाथ तुम्हारा दुनिआ को छोड़ देना हैं न छोड़ा हाथ तुम्हारा दुनिआ को छोड़ देना हैं मर कर भी एक दूजे से अब जुदा नहीं होना हैं हम दोनों साथ रहे हैं  हा हम दोनों साथ रहे हैं हम दोनों साथ रहेंगे हम जितनी बार जियेंगे हम जितनी बार मरेंगे हम जितनी बार जियेंगे हम जितनी बार मरेंगे  हम अलग नहीं हो सकते हम तो हैं जीवन साथी हम अलग नहीं हो सकते हम तो हैं जीवन साथी बाटी के साथ हैं दीपक दीपक के साथ हैं बाटी हम दोनों साथ जले हैं हम दोनों साथ जले हैं हम दोनों साथ भुंजेंगे हम जितनी बार जियेंगे हम जितनी बार मरेंगे तुमसे ही प्यार किया हैं तुमसे ही प्यार करेंगे  हम जितनी बार जियेंगे हम जितनी बार मरेंगे हम जितनी बार जियेंगे हम जितनी बार मरेंगे.
760,हम तेरे बिन,sad,अनुराधा पौडवाल,दाता सुन ले मौला सुन ले दाता सुन ले मौला सुन ले राहों से मेरी कांटे चुनले दरपे पे खड़े हैं सर को झुकाये इतनी सी अर्ज हमारी  दाता सुन ले मौला सुन ले दाता सुन ले मौला सुन ले दाता सुन ले  रात तो काली है दिन भी अँधेरा है रात तो काली है दिन भी अँधेरा है अपनी पलकों की तू छांव में रखना जीवन की डोरी को तू थाम के रखना हाथों में तेरे ही है दुनिया हमारी  दाता सुन ले मौला सुन ले दाता सुन ले मौला सुन ले दाता सुन ले  गलतियां जो हमने की वो माफ़ कर देना मन में सच्चाई का विश्वास भर देना रातें गुजरती हैं आंखों ही आँखों में कुछ फूल ढूंढ़ते हैं काँटों से भरी शाखों में साँसों की धरती पे हमरी पाप का पर्वत भारी  दाता सुन ले मौला सुन ले दाता सुन ले मौला सुन ले दाता सुन ले मौला सुन ले  मौला.. सुन ले दाता.. सुन ले मौला.. सुन ले
761,हम ना रहें,sad,"बेनी दयाल","हम ना रहें हम जो थे कभी ख़ुद को है छोड़ा, पीछे कहीं हम ना रहें हम जो थे कभी ख़ुद को है छोड़ा, पीछे कहीं तेरी ओर बढ़ने, तेरी तरह बनने लगे अब तो मोहब्बत में लूटने चले जीने की ख़्वाहिश में मरने चले अब तो मोहब्बत में लूटने चले जीने की ख़्वाहिश में मरने चले तेरी बातें हैं ऐसी मानो जैसे कोई दुआ जिसे सुनकर दिल को कितना है सुकून मिला महबूब की आँखों में ही रब दिखता है महसूस किया अब जाके ये खुद मैंने तेरे आगे झुकने लगे तेरे रास्तों पर रुकने लगे अब तो मोहब्बत में लूटने चले जीने की ख़्वाहिश में मरने चले"
762,हम मर जाएँगे,sad,"अरिजीत सिंह,तुलसी कुमार","अपनी आँखें खाली कर दे काश तू मेरी आँखें भर दे काश तू मेरी आँखें भर दे मेरे यारा तेरे गम अगर पाएँगे हमें तेरी है कसम, हम संवर जाएँगे हो मेरे यारा तेरे गम अगर पाएँगे हमें तेरी है कसम, हम संवर जाएँगे  दो ये सौगात तुम, तो ज़माने की हम दो ये सौगात तुम, तो ज़माने की हम हर खुशी से मुकर जाएँगे हम मर जाएँगे, हो ओ.. हम मर जाएँगे   मेरे यारा तेरे गम अगर पाएँगे हमें तेरी है कसम, हम संवर जाएँगे  तेरे काँधे से ही लग के यारा बीती उम्र सारी सोचो कैसी होगी किस्मत हुआ यूँ तो फिर हमारी सारे आँसू तो हो तेरे और आँखें हो हमारी तेरे दर्द हमें जो मिले प्यार में तेरे दर्द हमें जो मिले प्यार में हम खुशी से यूँ भर जाएँगे हम मर जाएँगे हो ओ.. हम मर जाएँगे  मेरे यारा तेरे गम अगर पाएँगे हमें तेरी है कसम, हम संवर जाएँगे  चाहे दुःख हो, चाहे सुख हो दिल ने तुझको ही पुकारा तुने हमको है बनाया तुने हमको है संवारा जहां को तो रब का है हमें तेरा है सहारा बस तेरा साथ हो चाहे जो बात हो बस तेरा साथ हो चाहे जो बात हो तेरे कहने से कर जाएँगे हम मर जाएँगे हो ओ.. हम मर जाएँगे  हाँ.. मेरे यारा तेरे गम अगर पाएँगे हमें तेरी है कसम, हम संवर जाएँगे  मेरे यारा तेरे गम अगर पाएँगे हमें तेरी है कसम, हम संवर जाएँगे"
763,हम लाख छुपाये प्यार मगर,romantic,"कुमार सानु, आशा भोसले",हम लाख छुपाये प्यार मगर दुनीया को पता चल जायेगा  लेकिन छुप छुप के मिलने से मिलने का मजा तोह आएगा   तुम कितने भोले भले हो हर बात को खेल समझत इ हो  मै जब दुनीया की कहता हु तुम अपने दिल की कहती हो  यह प्यार हमारा रब जाने जाने क्या रंग लायेगा जाने क्या रंग लायेगा लेकिन छुप छुप के .........  येह मस्त हवा महकी येह फिजा आँखों मी नशा सा छटा है  इक रंग खुशी का आता इक रंग खुशी का जाता है  येह मीठा मीठा दर्द मुझे दिन रत यु ही तड्पाएगा  लेकिन छुप छुप के .........  तुम इन् बांहों के घेरे मी आँखें बंद करके सो जाओ  कल क्या होगा येह भूल के तुम मीठे सपनों मी खो जाओ  मै रखवाला इस तन मन का जो होगा देखा जायेगा  लेकिन छुप छुप के
764,हमको हमीसे,romantic,लता मंगेशकर,"  आजा रे.. अब मेरा दिल पुकारा रो रो के ग़म भी हारा बदनाम न हो प्यार मेरा आजा रे आजा रे.. अब मेरा दिल पुकारा रो रो के ग़म भी हारा बदनाम न हो प्यार मेरा आजा रे  आ.. हम्म..   मौत मेरी तरफ़ आने लगी जान तेरी तरफ़ जाने लगी बोल शाम-ए-जुदाई क्या करे बोल शाम-ए-जुदाई क्या करे आस मिलने की तड़पाने लगी  आजा रे, अब मेरा दिल पुकारा रो रो के ग़म भी हारा बदनाम न हो प्यार मेरा आजा रे..     हो ओ घबराये हाय ये दिल हो ओ घबराये हाय ये दिल सपनों में आके कभी मिल सपनों में आके कभी मिल  आजा रे.. अब मेरा दिल पुकारा  रो रो के ग़म भी हारा बदनाम न हो प्यार मेरा आजा रे..  आ.. हम्म..  आपने बीमार-ए-ग़म को देख ले हो सके तो तू हमको देख ले तूने देखा ना होगा ये समां तूने देखा ना होगा ये समां कैसे जाता है दम को देख ले  आजा रे.. अब मेरा दिल पुकारा रो रो के ग़म भी हारा बदनाम न हो प्यार मेरा आजा रे..   "
765,हमनवा,romantic,पोपोन,"हे हमनवा मुझे अपना बना ले सुखी पड़ी दिल की इस जमीं को भीगा दे हम्म हूँ अकेला, ज़रा हाथ बढ़ा दे सुखी पड़ी दिल की इस जमीं को भीगा दे कब से मैं दर दर फिर रहा मुसफिर दिल को पनाह दे तू आवारगी को मेरी आज ठहरा दे हो सके तो थोड़ा प्यार जता दे सुखी पड़ी दिल की इस जमीं को भीगा दे मुरझाई सी शाख पे दिल की फूल खिलते हैं क्यों बात गुलों की ज़िकर महक का अच्छा लगता है क्यों उन रंगो से तूने मिलाया जिनसे कभी मैं मिल ना पाया दिल करता है तेरा शुक्रिया फिर से बहारे तू ला दे दिल का सूना बंजर महका दे सुखी पड़ी दिल की इस जमीं को भीगा दे हम्म हूँ अकेला, ज़रा हाथ बढ़ा दे सुखी पड़ी दिल की इस जमीं को भीगा दे वैसे तो मौसम गुज़रे हैं ज़िन्दगी में कई पर अब ना जाने क्यों मुझे वो लग रहे हैं हसीं तेरा आना पर जाना मैंने कहीं ना कहीं ज़िंदा हूँ मैं जीने लगा हूँ मैं अब ये फ़िज़ाएं चेहरे को छूती हवाएं इनकी तरह दो कदम तो बढ़ा ले सुखी पड़ी दिल की इस जमीं को भीगा दे हो हम्म हूँ अकेला, ज़रा हाथ बढ़ा दे सुखी पड़ी दिल की इस जमीं को भीगा दे"
766,हमनवा मेरे,sad,जुबिन नौटियाल ,ओ.. ओ.. ओ.. कल रास्ते में गम मिल गया था लग के गले मैं रो दिया जो सिर्फ मेरा था सिर्फ मेरा मैंने उसे क्यूँ खो दिया  हाँ वो आँखें जिन्हें मैं चूमता था बेवजह प्यार मेरे लिए क्यूँ बाकि न रहा हो हो.. हमनवा मेरे तू है तो मेरी सांसें चले बता दे कैसे मैं जियूँगा तेरे बिना ओ .. हमनवा मेरे तू है तो मेरी सांसें चले बता दे कैसे मैं जियूँगा तेरे बिना.. ओ.. ओ.. ओ.. हर वक़्त दिल को जो सताए ऐसी कमी है तू मैं भी ना जानू के इतना क्यूँ लाज़मी है तू  नींदें जा के लौटी न कितनी रातें ढल गयी इतने तारे गिने के उँगलियाँ भी जल गयी हो हो.. हमनवा मेरे तू है तो मेरी सांसें चले बता दे कैसे मैं जियूँगा तेरे बिना ओ.. हमनवा मेरे तू है तो मेरी सांसें चले बता दे कैसे मैं जियूँगा तेरे बिना.. ओ.. ओ.. ओ.. तू आखरी आंसू है यारा है आखरी तू गम दिल अब कहाँ है जो दोबारा  दें दें किसी को हम  अपनी शामो में हिस्सा फिर किसी को न दिया इश्क तेरे बिना भी मैंने तुझसे ही किया हो हो.. हमनवा मेरे तू है तो मेरी सांसें चले बता दे कैसे मैं जियूँगा तेरे बिना हो..फासले ना दे मैं हूँ आसरे तेरे बता दे कैसे मैं जियूँगा तेरे बिना.. आजमा रहा मुझे क्यूँ आ भी जा कही से तू कैसे मैं जियूँगा तेरे बिना.. सीने में जो धड़कने हैं तेरे नाम पे चले हैं कैसे मैं जियूँगा तेरे बिना..
767,हममें तुममें,sad,पलक मुच्छल,हममें तुममें जो था वो ख़तम हो गया मोड़ पे आख़िरी में रह गया  मैंने कोशिश बोहत की बचा लूँ मगर पहले दिल बाद में घर जल गया सीने में दी जगह मैंने जिस राज़ को आँखों से वो मेरी बह ही गया  हम में तुम में जो था वो ख़तम हो गया मोड़ पे आख़िरी मैं रह गया  मेरे लिए तू वोही है बदला कुछ नहीं खेल है ये वक़्त का सब बिगड़ा कुछ नहीं  है कसम तू आके ले चल मुझे फिर वहीँ ए मसीहा मेरे आ ज़ख़्म भर भी दे दर्द में डूबी हुई गहराइयाँ
768,हम्मा हम्मा,party,ए.आर. रहमान पोपोन,"यारिये..होएक हो गए हम और तुम तो उड़ गए नींदे रे और खनकी पायल मस्ती में तो कंगन खनके रे हम्मा, हम्मा, हम्मा हम्मा हम्माहे हम्मा, हम्मा, हम्मा हम्मा हम्माये पहली बार मिले तुमपे ये दम निकले तुम पे ये जवानी धीरे धीरे मद्धम मचले रे हम्मा, हम्मा, हम्मा हम्मा हम्माहे हम्मा, हम्मा, हम्मा हम्मा हम्माखिली चांदनी जैसा ये बदन जनम मिला तुमको मन में सोचा था जैसा रूप तेरा आया नजर हमको सितम खुली खुली ये सनम गोरी गोरी ये बाहें करती हैं यूँ हमें तुमने जब गले लगाया तब खो ही गए हम तो हम्मा, हम्मा, हम्मा हम्मा हम्माहे हम्मा हम्मा हम्मा हम्मा हम्माएक हो गए हम और तुम तो उड़ गए नींदे रे और खनकी पायल मस्ती में तो कंगन खनके रे हम्मा, हम्मा, हम्मा हम्मा हम्माहे हम्मा, हम्मा, हम्मा हम्मा हम्माये पहली बार मिले तुम पे ये दम निकले तुम पे ये जवानी धीरे धीरे मद्धम मचले रे हम्मा हे हे हम्माखुली जुल्फ में तेरी आँखों में मदहोश हो गए गोरे गाल पे भीगे होंट पे यारा फ़िदा हो गए सनम प्यार में भीगी रात में प्यास जगाते रहे खत्म ना हो सनम प्यार का मौसमचाहत बढ़ती रहे हम्मा, हम्मा, हम्मा हम्मा हम्माहे हम्मा हम्मा हम्मा हम्मा हम्माएक हो गए हम और तुम तो उड़ गए नींदे रे और खनकी पायल मस्ती में तो कंगन खनके रे हम्मा, हम्मा, हम्मा हम्मा हम्मा"
769,हर किसी को,romantic,"अरिजीत सिंह , नीति मोहन","दो लफ्ज़ की है बात एक ही है क्यूँ दरमियान फिर रुकी रुकी कह भी ना पाएं रह भी ना पाएं क्यूँ बेवजह है ये बेबसी तुम में हम हैं हम में तुम हो तुम से हम हैं हम से तुम हो किस्मतों से मिलते हैं दो दिल यहाँहर किसी को नहीं मिलता यहाँ प्यार ज़िन्दगी में  हर किसी को नहीं मिलता यहाँ प्यार ज़िन्दगी मेंख़ुशनसीब हैं हम जिनको है मिली ये बहार ज़िन्दगी में हर किसी को नहीं मिलता यहाँ प्यार ज़िन्दगी में प्यार ना हो तो ज़िन्दगी क्या है यार ना हो तो बंदगी क्या है प्यार ना हो तो ज़िन्दगी क्या है यार ना हो तो बंदगी क्या है  तुझ से ही हर ख़ुशी है तेरे दम से आशिकी है जान ले  मिल जाए हम तो सबकुछ सही है फिर इस तरह क्यूँ हैं अजनबी  तुम में हम हैं हम में तुम हो तुम से हम हैं हम से तुम हो किस्मतों से मिलते हैं दो दिल यहाँहर किसी को नहीं मिलता यहाँ प्यार ज़िन्दगी में  हर किसी को नहीं मिलता यहाँ प्यार ज़िन्दगी में  तू मोहब्बत है इश्क़ है मेरा इक ईबादत है साथ ये तेरा तू मोहब्बत है इश्क़ है मेरा इक ईबादत है साथ ये तेरा  जब दिल से दिल मिले हैं फिर क्यूँ ये फ़ासले हैं इस तरह आ बोल दे तू, या बोल दूँ मैं कब तक छुपायें ये बेखुदी  तुम में हम हैं हम में तुम हो तुम से हम हैं हम से तुम हो किस्मतों से मिलते हैं दो दिल यहाँहर किसी को नहीं मिलता यहाँ प्यार ज़िन्दगी में  हर किसी को नहीं मिलता यहाँ प्यार ज़िन्दगी में"
770,हर घूँट में स्वैग,party,बादशाह,"ना किसी से कोई मतलब ना किसी से कुछ लेना पर ज़्यादा भी उछले ना ना किसी से कोई मतलब ना किसी से कुछ लेना पर ज़्यादा भी उछले ना  पार्टी में आग लगा दें पागल का टैग है हिन्दीट्रैक्स तू कहे तुझको भी पिला दें     हर घूँट में स्वैग है हर घूँट में स्वैग है हर घूँट में स्वैग है हर घूँट में स्वैग है बादशाह   तुझमे है क्लास तो मैं हूँ तेरा स्कूल ना तोड़ें हम, करते हैं  शुरू ना करें पर करते हैं  थोड़े सीधे हम थोड़े थोड़े हैं हम आगे बाकी सारों में है  “सौ बातों की बात एक हम चाहे कुछ भी ना करे बेटे उसमे भी स्वैग है”  हर घूँट में स्वैग है हर घूँट में स्वैग है  चाहे हो डांस फ्लोर चाहे गाड़ी की सीट पे नाचेंगे सारी रात इसको लगा के रिपीट पे  देसी हैं कूल भी हैं हम क्रेजी का टैग है तू कहे तुझको भी पिला दें हर घूँट में स्वैग है हर घूँट में स्वैग है हर घूँट में स्वैग है हर घूँट में स्वैग है  हर घूँट में स्वैग है हर घूँट में स्वैग है  आहो"
771,हर पल,romantic,श्रेया घोषाल,"पल पल पल पल हर पल हर पल कैसे कटेगा पल हर पल हर पल दिल में मची है हलचल कैसे हटेगा पल, हर पल हर पल ओ हमसफर लगता है डर रात कटे ना कभी हो सहर इस पल में सिमटे उमर रात कटे ना कभी हो सहर तू जो है साथ मेरे तो डगर लगे के जैसे खुबसूरत घर तू जो है साथ तो यह अंबर लगे के जैसे साया हो सर पर तेरे कांधे पे रखकर सर यूँ ही कट जाये सारी उमर कल क्या हो किस को खबर लगता है डर, लगता है डर इस पल में सिमटे उमर रात कटे ना कभी हो सेहर दिल की इतनी सारी बातें कैसे लिखोगे इस छोटे खत पर दिल पर टूटा है यह कैसा कहर तुमको पाकर खोने का है डर प्यार का यह ढ़ाई आखर कैसे लिखोगे इस छोटे खत पर"
772,हवा बनके,sad,दर्शन रावल,मैं ज़मीं तू आस्मां मैं दाग़ हूँ तू चाँद सा तू बारिश है मैं रेत हूँ मैं धुन कोई तू राग सा मैं ज़मीं तू आस्मां मैं दाग़ हूँ तू चाँद सा तू बारिश है मैं रेत हूँ मैं धुन कोई तू राग सा  मैनु अपना बना ले मेरी हीरिये मैनु अपना बना ले मेरी हीरिये मैं रहना ऐ तेरा बनके  बूहे बारियाँ हाए बूहे बारियाँ बूहे बारियाँ ते एन्ना ले कंदा टप के तू आजा वी हवा बनके बूहे बारियाँ हाए बूहे बारियाँ बूहे बारियाँ हाए बूहे बारियाँ  छू लूँ तुझे जैसे कोई चाँद को छूना चाहे चाहूँ तुझे जैसे कोई बच्चा खिलोना चाहे  छू लूँ तुझे जैसे कोई चाँद को छूना चाहे चाहूँ तुझे जैसे कोई बच्चा खिलोना चाहे  फ़िक्र की रात में तू सुकून की नींद है पतझड़ के मौसम में तू बारिश की पहली बूँद है  निर्मान अज्ज ईद तेरे वास्ते निर्मान अज्ज ईद तेरे वास्ते आया है अदा करके बूहे बारियाँ हाए बूहे बारियाँ  बूहे बारियाँ ते एन्ना ले कंदा टप के अवांगी हवा बनके बूहे बारियाँ हाए बूहे बारियाँ बूहे बारियाँ हाए बूहे बारियाँ
773,हवा हवा ऐ हवा खुशबू लुटा दे,party,हसन जहाँगीर,"हवा हवा ऐ हवा खुशबू लुटा दे कहाँ खुली हां खुली ज़ुल्फ़ बता दे अब उसका पता दे, ज़रा मुझको बता दे मैं उस से मिलूंगा, एक बार मिला दे यार मिला दे, दिलदार मिला देहवा हवा ऐ हवा खुशबू लुटा दे कहाँ खुली हां खुली ज़ुल्फ़ बता दे अब उसका पता दे, ज़रा मुझको बता दे मैं उस से मिलूंगा, एक बार मिला दे यार मिला दे, दिलदार मिला दे फिर किसी के चेहरे का रंग खिल गया बिछड़ा हुआ आज कोई उसको मिल गया फिर किसी के चेहरे का रंग खिल गया बिछड़ा हुआ आज कोई उसको मिल गया कैसे मिल गया, कहाँ मिल गया हम ने तो ढूँढ लिया सारा ज़माना हवा हवा ऐ ... ये अदा भी उसकी क्या काम कर गयी जाते जाते एक हसीन शाम कर गयी ये अदा भी उसकी क्या काम कर गयी जाते जाते एक हसीन शाम कर गयी शाम कर गयी, तेरे नाम कर गयी ऐसे हसीन चेहरे को अपना बनाना हवा हवा ऐ ... ज़िन्दगी की धूप को साया कर गयी आज मेरे पास से वो गुज़र गयी ज़िन्दगी की धूप को साया कर गयी आज मेरे पास से वो गुज़र गयी उसने जो कहा, तुमने ही सुना ये बात और किसी को ना बताना हवा हवा ऐ ... हवा हवा ऐ ..."
774,हवाएं,romantic,अरिजीत सिंह,"तुझको मैं रख लूं वहाँ जहां पे कहीं है मेरा यकीन मैं जो तेरा ना हुआ किसी का नहीं, किसी का नहीं  ले जाए जाने कहाँ हवाएं, हवाएं ले जाये तुझे कहाँ हवाएं, हवाएं  बेगानी है ये बाघी हवाएं, हवाएं ले जाए मुझे कहाँ हवाएं, हवाएं  ले जाए जाने कहाँ ना मुझको खबर ना तुझको पता  ओ..  बनाती है जो तू वो यादें जाने संग मेरे कब तक चले इन्ही में तो मेरी सुबह भी ढले शामें ढले, मौसम ढले  ख्यालों का शहर तू जाने तेरे होने से ही आबाद है हवाएं हक में वहीं हैं आते जाते जो तेरा नाम लें  देती हैं जो सदाएं हवाएं, हवाएं ना जाने क्या बताएं हवाएं, हवाएं  ले जाये तुझे कहाँ हवाएं, हवाएं ले जाये मुझे कहाँ हवाएं, हवाएं  ले जाए जाने कहाँ हवाएं, हवाएं ले जाये तुझे कहाँ हवाएं, हवाएं ले जाए जाने कहाँ हवाएं, हवाएं ले जाये तुझे कहाँ हवाएं, हवाएं  ले जाए जाने कहाँ हवाएं, हवाएं ले जाये मुझे कहाँ हवाएं, हवाएं  ले जाए जाने कहाँ ना मुझको खबर ना तुझको पता.."
775,हंस मत पगली ,romantic,सोनू निगम,जब से मिला हूँ तुझसेमुस्कुराता रहता हूँजो भी मिलता है मुझसेसुनाता फिरता हूँ दूर रहना इस माया जाल सेवर्ना तेरा जीना दुश्वार हो जायेगाहंस मत पगली प्यार हो जायेगाहंस मत पगली प्यार हो जायेगा हंस मत पगली प्यार हो जायेगाहंस मत पगली प्यार हो जायेगा मैं तो ये सोचता थासोचता था बे-बजहख्वाबो की खिड़की थी बंदअब इश्क होगा भी क्यातुझसे यूँ थोडा खुल गया हूँ मैंयूँ तेरी आँखों में घुल गया हूँ मैंओ.. जैसे पानी में चन्दन हुआदिल अब कुछ भीकरने को तैयार हो जायेगाहंस मत पगली प्यार हो जायेगाहंस मत पगली प्यार हो जायेगा हंस मत पगली प्यार हो जायेगाहंस मत पगली प्यार हो जायेगा जैसे नदिया मैं आजकलबलखाती चलती हूँतेरी नज़र से दर्पणदेख करके निकलती हूँसजी रहूँ तेरे ख्याल से तोहरदिन जैसे त्योहार हो जायेगाहंस मत पगली प्यार हो जायेगाहंस मत पगली प्यार हो जायेगा हंस मत पगली प्यार हो जायेगाहंस मत पगली प्यार हो जायेगा तूने खोला मेरा आसमानइक चाँद रोशन हुआखाली सा था मन मेरातारों का आंगन हुआबातों में तेरी खो गयी यूँबदला मौसम या मैं नयी हूँकैसे दूर रहूँ तेरे ख्याल सेअब हरपल तेरा इंतजार हो जायेगाहंस मत पगले प्यार हो जायेगाहंस मत पगले प्यार हो जायेगाहो.. हंस मत पगले प्यार हो जायेगाहंस मत पगले प्यार हो जायेगाहो.. हंस मत पगले प्यार हो जायेगाहो.. हंस मत पगले प्यार हो जायेगाहंस मत पगले प्यार हो जायेगाहंस मत पगले प्यार हो जायेगा
776,हंसी बन गए,romantic,श्रेया घोषाल,"मैं जान ये वार दूँ हार जीत भी हार दूँ क़ीमत हो कोई तुझे बेइंतेहा प्यार दूँ मैं जान ये वार दूँ हार जीत भी हार दूँ क़ीमत हो कोई तुझे बेइंतेहा प्यार दूँ  सारी हदें मेरी, अब मैंने तोड़ दी देकर मुझे पता, आवारगी बन गए हाँ.. हंसी बन गए हाँ.. नमी बन गए तुम मेरे आसमां मेरी ज़मीन बन गए…आ ओ.. क्या खूब रब ने किया बिन मांगे इतना दिया वरना है मिलता कहाँ हम काफिरों को ख़ुदा क्या खूब रब ने किया बिन मांगे इतना दिया वरना है मिलता कहाँ हम काफिरों को ख़ुदाहसरतें अब मेरी, तुमसे है जा मिली तुम दुआ अब मेरी, आखिरी बन गए हाँ.. हंसी बन गए हाँ.. नमी बन गए तुम मेरे आसमां मेरी ज़मीन बन गए.. ओ.."
777,हसीनो का दीवाना ,party,"रफ़्तार,पायल देव",किसी को मेरा शौक है किसी को मेरा है नशा जवानी कहते हैं मुझे हैं मेरे आशिक़ हर जगह किसी को मेरी हसरतें किसी की मैं हूँ दिलरुबा मुझे पाने के वास्ते माँगे दुआ सारा ज़माना हसीनो का दीवाना ज़माना कहे फिर क्यूँ बुरा है दिल लगाना सारा ज़माना हसीनो का दीवाना ज़माना कहे फिर क्यूँ बुरा है दिल लगाना सारा ज़माना रा लड़की ये तो right है लड़की dynamite है लड़की के चक्कर में Daily गली गली में fight है तोड़ा हमें दो time यारा Love नही है crime यारा हर दिन मुजको better लगे तू लड़की है या vine अर्रे जनता को जवाब दो कब पड़ोगी प्यार में सारी दुनिया लगी हुई है हम भी है कतार में सारा ज़माना हसीनो का दीवाना सारा ज़माना हसीनो का दीवाना सारा ज़माना हसीनो का दीवाना सारा ज़माना ये कौन कह…
778,हाँ मैं गलत,party,अरिजीत सिंह,हाँ मैं गलत गलत मेरी बातें गलत से ही दुनियां बनी पूरा सही कोई नही है ले ले मेरी चेतावनी हो ओ हो  दिल में जो आये हो ओ हो आज हो जाए हो ओ हो दिल में जो आये हो ओ हो आज हो जाए  आज स्टेज लगा है बड़ी जगह है Do It With A Twist  ट्विस्ट..  हाँ मैं गलत गलत हो जा तू भी आ जा करें गलती नई डर के सही हुआ कहाँ कोई डरते रहे पहले कई हो ओ हो  आसमान टूटे हो ओ हो ये जहां रूठे हो ओ हो आसमान टूटे हो ओ हो ये जहां रूठे  आज स्टेज लगा है बड़ी जगह है Do It With A Twist  ट्विस्ट..  हो मेरा अपना करेक्टर तेरी अपनी अदा टूटेंगे बिखरंगे बेहकेंगे संभलेंगे दोनों दिल के उस मामले में हिन्दी ट्रैक्स डॉट इन उस मामले में ना अकाल को लगा अकलों में उलझेंगे तो फिसलेंगे दोनों  हो मेरा अपना करेक्टर तेरी अपनी अदा टूटेंगे बिखरंगे बेहकेंगे संभलेंगे दोनों दिल के उस मामले में उस मामले में ना अकाल को लगा अकलों में उलझेंगे तो फिसलेंगे दोनों हो ओ हो  दिल में जो आये हो ओ हो आज हो जाये हो ओ हो दिल में जो आये हो ओ हो आज हो जाये  आज स्टेज लगा है बड़ी जगह है Do It With A Twist  ट्विस्ट..
779,हाँ यही प्यार है,romantic,"शान , श्रेया घोषाल",पा गया इसको मैं राहों में छा गया मेरी निगाहों में पा गया इसको मैं राहों में छा गया मेरी निगाहों में आ गया वो मेरी बाहों में धीरे-धीरे हौले-हौले कोई बिन बोले ये बोले हाँ यही प्यार है धीरे-धीरे हौले-हौले कोई बिन बोले ये बोले हाँ यही प्यार है वो.. ओ.. ओ.. शायद हमको मिलना ही था इक अनोखा और अनजाना दिल धड़का दे जो अफसाना हमको लिखना ही था देखो क्या क्या अब होना है हो जब तुम हो सारे सितारे आयेंगे हाथों में हमारे अब ये सब होना है जादू है तुम्हारी बातों में [धीरे-धीरे हौले-हौले कोई बिन बोले ये बोले हाँ यही प्यार है] x 2 ला ला ला.. गूंज रहे हैं अब नगमें कई गदराया सा है ये मौसम गुमशुम देख रहे हैं ये हम दुनिया अब लगती है नई ये सब तो है चाहत का असर हो दिल में मोहब्बत जब होती है लगती सबनम भी मोती है खोई सी होती है नज़र हाँ मगर चांदनी रातों में धीरे-धीरे हौले-हौले कोई बिन बोले ये बोले हाँ यही प्यार है धीरे-धीरे हौले-हौले कोई बिन बोले ये बोले हाँ यही प्यार है पा गया इसको मैं राहों में छा गया मेरी निगाहों में आ गया वो मेरी बाहों में धीरे-धीरे हौले-हौले कोई बिन बोले ये बोले
