index,Song_name,type,artist,lyrics
461,नज़र के सामने,romantic,"अनुराधा पौडवाल , कुमार सानू",नज़र साम जिगर पास नज़र साम जिगर पास रह नज़र साम जिगर पास नज़र साम जिगर पास रह नज़र साम जिगर पास बेताबी पुछो दिल बेताबी पुछो दिल तन्हा-तन्हा लौटा भरी महफ़िल मर मर जुदा नज़र साम जिगर पास नज़र साम जिगर पास रह नज़र साम जिगर पास तन्ह ना बैचै तडपाये तन्ह ना बैचै तडपाये ना देखूं दिल घबर छोड़ छोड़ नह नज़र साम जिगर पास नज़र साम जिगर पास रह नज़र साम जिगर पास नज़र साम जिगर पास रह 
462,नशे सी चढ़ गयी,party,अरिजीत सिंह,नशे चढ़ कुड़ी नशे चढ़ पतंग लड़ कुड़ी पतंग लड़ नशे चढ़ कुड़ी नशे चढ़ पतंग लड़ कुड़ी पतंग लड़ खेंचे दिल पेंचे गले पड़ नशे चढ़ कुड़ी नशे चढ़ पतंग लड़ कुड़ी पतंग लड़ उड़ पतंग मस्त मलंग मस् चढ़ रात लग करंट वारंट उतरा नेट टोरेंट नशे चढ़ कुड़ी नशे चढ़ पतंग लड़ कुड़ी पतंग लड़ नशे चढ़ कुड़ी नशे चढ़ नशे चढ़ पतंग लड़ खुल बसंत धुल कलंक दिल दरार प्यार सीमेंट अख अख जंग फ्रंट मिल सद अटका रिफंड जुब चढ़ कुड़ी जुब चढ़ लहू बढ़ कुड़ी लहू बढ़ कमली कहान जंगली जवान जम पिघल पल-पल पान बह रावान हस् शैतान चढ़ बड़ी मेहेर्बन खेंचे दिल पेंचे गले पड़ नशे चढ़ कुड़ी नशे चढ़ पतंग लड़ कुड़ी पतंग लड़ कनिया कट्टे कड़ी पन्निया टप्पे कड़ी दिल चौराहे लंग्दी हसी कड़े थत् कड़ी गल नप्पे कड़ी हंस कलेजा मंगदी नशे चढ़ पतंग लड़ नशे चढ़ कुड़ी पतंग लड़ 
463,नहीं जाना,sad,"तुलसी कुमार, सचेत टनड़न",लगदा भूल जे कि चीट रूल बिन पलवि ना पावांगी जे ना मिलेया सिंगल जावांगी नह नह छड़ यार नह मर बिन यार मर नह छड़ यार नह कदे कदे रुला देन कदे कदे हंसा देन एन् इनोसेंट नइयो सोहणेया मिट्ठि मिट्ठि गल्लांच फ़सा लेन जे चलदा छड़ देंदी तैनू हुन पेह गयीआ नह नह छड़ यार नह मर बिन यार मर नह छड़ यार नह छुपाये दिल फ़ोन सेव कित लड़क नंबर ना शॉपिंग करव ना लम्बी ड्राइव जाय पड़ी यार याद जाय सच्चा झूठा आवारा सज प्यारा नह नह छड़ यार नह मर बिन यार मर नह छड़ यार नह नह जांदा छड़ जान तैनू नह जांदा नह आंदा बिन चैन नह आंदा नह जांदा छड़ जान तैनू नह जांदा 
464,ना ना करते प्यार,romantic,"मोहम्मद रफ़ी , सुमन",ना ना ना ना प्यार बैठे ना ना प्यार बैठे इंकार इक़रार बैठे ना ना प्यार बैठे ना ना प्यार बैठे देखो जि भरी हजार आह अच्छा मिल निगाह हंशी बह सिख दिल लग सिखा दिलदार प्यार प्यार तुम्ही बैठे ना ना आहा ना ना प्यार बैठे इंकार इक़रार बैठे ना ना प्यार बैठे तुम्हारी दास्त होंठ झूठे होंठ ना दिल दिल अनाड़ी अनजान एहसान भूले आँख चार बैठे ना ना ना ना प्यार बैठे इंकार इक़रार बैठे ना ना प्यार बैठे छोड़ो रह झूठे अफ़स झूठी दीव ख़्वाब नह छोड़ा तीर नज़र चल नह छोड़ा शिक़वा सरकार हज़ार बैठे ना ना ना ना प्यार बैठे इंकार इक़रार बैठे ना ना प्यार बैठे ना ना प्यार बैठे 
465,नाच मेरी जान ,party,"नक्श अज़ीज़, कमाल खान, देव नेगी, तुषार जोशी
",हुकुम इक्का क्रिकेट छक्का अलादीन जिन्न अधूरा बिन बोली सिक्का दिलदार पक्का अलादीन जिन्न अधूरा बिन नह सिख नुस्खा बत [ नाच जान होक मगन छोड़ ] x मार छलांगे गगन छोड़ नाच जान होक मगन छोड़ रिश् डोरी जुडी पतंग पतंग पतंग बिछड़ चल ना सकूँगा कदम कदम कदम रिश् डोरी जुडी पतंग पतंग पतंग बिछड़ चल ना सकूँगा कदम कदम कदम पलक बिठ नुस्खा बत छेड़ घटा पवन छोड़ नाच जान होक मगन छोड़ मार छलांगे गगन छोड़ नाच जान होक मगन छोड़ आसमान झिलमिला चंदा तारा तारा तारा संग जीत अकेला हारा हारा हारा आसमान झिलमिला चंदा तारा तारा तारा संग जीत अकेला हारा हारा हारा पहाड़ा हिम्मत पढ नुस्खा बत जिंदादिली सीख फन छोड़ नाच जान होक मगन छोड़ मार छलांगे गगन छोड़ नाच जान होक मगन छोड़ 
466,नाचंगे सारी रात,party,"नीरज श्रीधर, तुलसी कुमार, मीत ब्रदर्स
",नाच नाच पार्टी गर्म कॉमन कॉमन स्टेप फील नाच नाच नाच नाच पार्टी गर्म कॉमन कॉमन स्टेप फील नाच नाच भागरे क्वीन कुड़ी हसीन गज़ब गल बात फिगर हेगा कैंट ठुमका एक्सीलेंट ग्रूव ग्रूव होजा साथ भागरे क्वीन कुड़ी हसीन गज़ब गल बात फिगर हेगा कैंट ठुमका एक्सीलेंट ग्रूव ग्रूव होजा साथ नाचंगे रात सोह्नीयो नाचंगे रात सोह्नीयो करले प्यार सोह्नीयो करले प्यार नाचंगे रात सोह्नीयो नाचंगे रात सोह्नीयो करले प्यार सोह्नीयो करले प्यार दारु भरलो मुर्ग पार्ट पुब बीट बजे मीट झूम उठ क्लब दारु भरलो मुर्ग पार्ट पुब बीट बजे मीट झूम उठ क्लब कुड़िये फाइन लाइन नाल जचदा वाजदा बैंड हैण्ड फ्लोर कबसे खड़ा ना ज़िद्द वैरी मच करी ना टच करी करले कण्ट्रोल जज़्बात ना मा दिल किल थाम आके हाथ नाचंगे रात सोह्नीयो नाचंगे रात सोह्नीयो करले प्यार सोह्नीयो करले प्यार 
467,निंदिया से जागी बहार,romantic,लता मंगेशकर,खुशरंग ही प्यारी खुशरंग ही ज़िन्दगी रंग नह बि खुशरंग ही प्यारी खुशरंग ही खानाबदोश जग वतन खानाबदोश जग वतन प्यार ज़ुबा प्यार चलन प्यार ज़ुबा प्यार चलन प्यार जीवन अंगही खुशरंग ही प्यारी खुशरंग ही बचपन लगन जवा सखी बचपन लगन जवा सखी डोलिया उठे जिनके हाथो रची डोलिया उठे जिनके हाथो रची सुहागन सुभ संग ही खुशरंग ही प्यारी खुशरंग ही 
468,नील समंदर ,romantic,"बेनी दयाल , प्रकृति ककर",नील समंदर उठ दिल अन्दर भूल जव जद वेखा मंज़र तक्क रव कल रहन्दी बैठी दिल अन्दर कुड़ी देखी हिर जैसी तुर्रदी फिरदी हव झलक पर जैसी गुम नापदा फिरूँ गुलाबी नज़र गजब शराबी नज़र असर गुलाबी नज़र गजब शराबी नज़र असर गुलाबी नज़र गजब शराबी नज़र असर गल्ल सुनके तितली उड़ आं रोक खिंचदी आं जान आं शरारत दिलदी आं पी चाहे होंठो नमकीन दिल गुज़ारिश करदा सिफारिश हुण बनजा रा शहर नाल गुलाबी नज़र गजब शराबी नज़र असर गुलाबी नज़र गजब शराबी नज़र असर जव तुही मैनू दिखदी लग्दा मरी नाल नाल फिरदी मन करदा बाह भर लूं चाहूँ नाल लूं गुलाबी नज़र गजब शराबी नज़र असर 
469,नैन,party,"बादशाह , आस्था गिल",अति सुंदर नैन अद्भुत देख बट देख टाइम फ्रीज लुक रुक बहका ना हाई ना दारु पी ना स्मोक नशे बारे नह ब्राउन सुगर जैसी ना देखे करदे नैन ना नैन ना नैन ना नैन ना नैन ना नैन ना नैन ना नैन ना कित आशिक कितनो दिल नाइके अच्छा सिंगल जाउंगी टेंशन नैन ना उंगी नैन ना उंगी नैन ना उंगी नैन ना उंगी नैन ना उंगी नैन ना उंगी नैन ना उंगी नैन ना उंगी 
470,नैना नु पता है,sad,अरमान मलिक,नै नै खता हैसानु गल मिलदी खता हैनींद उड़ चैन छड़ जावेइश्क़ फ़क़ीरी जद लग जावेनींद उड़ चैन छड़ जावेइश्क़ फ़क़ीरी जद लग जावेऐ मन करदा ठगी थोरियाऐ मन करदा सी ज़ोरियांअ सिख दिल दिय चोरियांऐ मन दिय कमज़ोरियाँआ…मन मन सुन जाएसुन नह मन वाल कीमन मन बनाएदुनिया खयाल कीपास आवे जावेहो समझावेनींद उड़ चैन छड़ जावेइश्क़ फ़क़ीरी जद लग जावेऐ मन करदा ठगी थोरियाऐ मन करदा सी ज़ोरियांआई सिख दिल दिय चोरियांऐ मन दिय कमज़ोरियाँनै नै खता हैसानु गल मिलदी सजा हैनींद उड़ चैन छड़ जावेइश्क़ फ़क़ीरी जद लग जावेऐ मन करदा ठगी थोरियांऐ मन करदा सी ज़ोरियांआई सिख दिल दिय चोरियांऐ मन दिय कमज़ोर 
471,नैना जो सांझ ख्वाब देखते थे,sad,अरिजीत सिंह,झूठा जग रैन बसेरा सांचा दर्द मृग-तृष्णा मोह पिया ना नै सांझ ख्वाब देख नै बिछड़ नै मिलके रात जाग नै सेहर पलक मीच जुदा कदम जिन्हों कसम मिलके चल हर्दम बांट ग़म भीगे नै खिडक हांक नै घुटन सांस हैरान मन परेशान रुआंसा जान निराशा आस हारी हुयी सवाल उठा दिल तूफ़ान नै आसमान सितारे नै ग्रहण टूट नै धुप सेंक नै ठहर छाओं ढूंढ जुदा कदम जिन्हों कसम मिलके चल हर्दम बांट ग़म भीगे नै साँझ ख्वाब देख नै बिछड़ 
472,नैना अश्क़ ना हो,sad,अरिजीत सिंह,ना लम्हा लम्हा याद तन्हा तन्हा नै अश्क़ ना मा होंगे नै अश्क़ ना नै अश्क़ ना नै लौटा साल वर्दी बोले हाल नै अश्क़ ना समझ मजबूर नै अश्क़ ना नै अश्क़ ना बी लम्ह तारे गिन आके ख़्वाब मिल हल्की हल्की बरखा आए दिल भर हल्की हल्की बरखा आए पल झोंका आऊंगा पल ज़ुल्फ़ पलक दामन जाऊँगा चूड़ी नग्म पलक साए नै अश्क़ ना आंसू कमज़ोर नै अश्क़ ना नै अश्क़ ना सांस आए रे… सांस आए रे… रब्बा…रब्बा बैरी बिछड़े किस बन हाय हाय हाय दूरी तड़पाये चाहे आए याद नै अश्क़ ना नै अश्क़ ना नै अश्क़ ना हो…अश्क़ ना हो… लिखी खत बात सो रख तकिये तले रात नै अश्क़ ना जुद दस्तूर नै अश्क़ ना नै अश्क़ ना 
473,नैना बरसे,sad,लता मंगेशकर,जिस्म जान जुदा देर देर देर देर मन घबर देर देर देर देर रौनके महफ़िल पूछ रौनके महफ़िल पूछ रौनके महफ़िल पूछ बरहा सबब पूछ देर देर देर देर बात वक़्त मुक़र्रर काम सात काम सात वक़्त बात वक़्त कीमत देर देर मन घबर देर देर रस् रोका काली घटा घेरा डाला बैरन हवा रस् रोका काली घटा घेरा डाला बैरन हवा बिजली चमक आँखे दिख बिजली चमक आँखे दिख बदले कैसे-कैसे तेवर फ़ज़ा बदले कैसे-कैसे तेवर फ़ज़ा वादे इरादे बरसात आके वादे इरादे बरसात आके धो देर नह देर देर नह देर देर देर मन घबर देर देर दिल ऐतबार हद जान प्यार हद मर खुली आँख इंतज़ार हद हद चुकी जाँ महफ़िल सजी कमी देर देर देर देर माह रस् उडीकदीय माह रस् उडीकदीय रस् उडीकदीय रस् उडीकदीय माह रस् उडीकदीय माह माह रस् उडीकदीय दर हट नह नज़र दिल पुकार देर सही देर सही देर सही माह रस् उडीकदीय माह रस् उडीकदीय माह रस् उडीकदीय 
474,नैना हैं प्यासे मेरे,sad,आशा भोसले,नै प्यासे प्यासा प्राण हु बरखा बिन जल दिन आशिया सुनसान मन लगन तन तन तीरथ दूजा प्यासी मिलके उनसे प्यास पूजा अभिमान प्यार पूजा प्रार्थ साथ रह चाहे साथ साथ ना संग आहे अब्ब तूफान 
475,नैनों में बदरा,romantic,लता मंगेशकर,नैन बदरा छाये बिजली चमके हाय बालम मोहे गरवा नैन बदरा छाये बिजली चमके हाय बालम मोहे गरवा नैन बदरा छाये मदिरा डूबी अख चंचल सख छल रह तोहे पलक प्यारी पख शरमाके तोहे मदिरा प्याले नैन बदरा छाये प्रेम दीवा सपन रा प्रेम दीवा प्रेम दीवा सपन रा पिछले जनम प्रेम कहा जनम नैन बदरा छाये बिजली चमके हाय बालम मोहे गरवा नैन बदरा छाये 
476,नैनो में सपना,romantic,श्रेया घोषाल,ततैया थथैया ततैया तैया ठा ठा ठा ठा नैनो सप सपन सज सज दिल सज दिल नैनो सप सपन सज सज दिल सज दिल अलबेले देखे जवा रेले देखे हसीनो मेले देखे दिल पहोचो छा ा छा नैनो सप सपनो सज सजनि दिल सज दिल ततैया थथैया ततैया तैया देखि गली छोड़ा ज़म संग चली तन्न खिला खिला चमन जवा काली खुशबु साँस पल पल पाली बाह सहारा इशारा जग तोह पा पा नैनो सप सपन सज सज दिल सज दिल सुन ज़रा अनादि सुन ज़रा चूड़ ा नागिन दस् दूर दूर मजबूर साल ाउँगा तोह दिन पालकी नीला गगन सच्चा बंधन मिलन मन होहो तुहि बा गयह तुहि बा नैनो सप सपन सज सज दिल सज दिल नैनो सप सपनो सज सजनि दिल सजनि दिल 
477,पग घुंघरू बाँध,party,किशोर कुमार,बुजुर्ग बुजुर्ग फ़रम पैर खड़े दिखल ज़म ज़म शुर ताल साथ चल तर फ़स भैया पैर खड़े ताल दबा लेगा दाँत तले उँगलियाँ-ल देख देख चाल वाह वाह वाह वाह धन्यवाद पग घुंघरू पग घुंघरू बाँध मीरा नाची पग घुंघरू बाँध मीरा नाची नाचे बिन घुंघरू पग घुंघरू बाँध मीरा नाची तीर भला काम तीर निश चूके-चूके-चूके पग घुंघरू पग घुंघरू बाँध मीरा नाची पग घुंघरू बाँध मीरा नाची नाची नाची नाची पग घुंघरू बाँध मीरा नाची अन्दर नज़र आते बाखुदा शक्ल चोर नज़र आते उम्र गुज़री चोरी सुख-चैन जुर्म तिजोरी सप राम-राम जप पर माल सप राम-राम जप पर माल वतन खाया नमक नमक हलाल बनो फ़र्ज़ ईमान जिंदा मिसाल बनो पर धन परायी नार नज़र डालो बुरी बदल डालो क्योंकि आग दिन फूंके-फूंके-फूंके पग घुंघरू… पग घुंघरू बाँध मीरा नाची पग घुंघरू बाँध मीरा नाची नाची नाची नाची पग घुंघरू बाँध मीरा नाची मौसम-ए-इश्क मचले अरमान दिल जिस्म जान लग बुर नह दिल कह पर नह संगमरमर हाय मूरत बड़ी दिलकश बड़ी ख़ूबसूरत दिल-दिल मिल क महूरत प्यासे दिल ज़रुरत दिल चीर दिखला दिल सूरत हस आपको नह मिले देश जात उम्र छोड़िये बात भला काम अजी सुन मिल शुरू अफ़स लैला मजनू लैला मजनू पग घुंघरू बाँध मीरा नाची नाचे बिन घुंघरू पग घुंघरू बाँध मीरा नाची 
478,पछताओगे,sad,अरिजीत सिंह,छोड़ छोड़ ओगे पछत पछत पछत पछत सुन्निया सुन्निया गल्ल रोल ना देईं बूहे होर लई खोल देई सुन्निया सुन्निया गल्ल रोल ना देईंबूहे होर लई खोल देई शायर जा जे रुलाओगेबड़ा पछत पछत बि ज़िन्दगी गुजारांगे किवेंजान जान किह्नु पुकारांगे किव बि ज़िन्दगी गुजारांगे किवेंजान जान किह्नु पुकारांगे किवेंकर जे कर जे दगा करोगेसाड्डे वाली मौत तुस्सी मरोगेअल्लाह वेखदा ज़ुल्म कमाओगेबड़ा पछ ओगे पछत छोड़ जाओगेबड़ा पछत पछताओगेमुझसे नज़र चुर होलग गली होख्वाब देखे मिलकेधीरे धीरे दफन हो ना होर बर्बाद छड देरोह्न्देया ले स्वाद छड देजे प्यार लई एह तरसा ओगेबड़ा पछत पछत छोड़ पछत पछत 
479,पटाखा गुड्डी,party,ए.आर. रहमान,रब कानाम साईं काअली अली अली अलीनाम रब कानाम साईं काअली अली अली अलीमीठे पान गिल्लौरीलठा सूट लाहोरीफट्टे मार फिल्लौरीजुग मेल मेल केकूद फांद केचक्क चकउद्दे जावेमौला मालीओ हरियाली जुग वालीतू गाली तालीउसकी कदम कदम रखवालीऐंवे लोक-लाज सोच सोच केक्यूँ आफत डालीतू रब कानाम साईं काअली अली अली अलीनाम रब कानाम साईं काअली अली अली अलीशर्फ़ ख़ुदा काज़र्फ ख़ुदा काअली अली अली अलीशर्फ़ ख़ुदा काज़र्फ ख़ुदा काअली अली अली अलीअली हो…अली आ…अली ओरे चली चली चलीचली ओ…अली अली गलीवो चलीअली अलीतेरी गली चली ओओ जुग होपटाखा गुड्डी होनशे उड़ हाय रेसज्जे खब्बे धब्बे किल्ली होपटाखा गुड्डी ओनशे उड़ हाय रेसज्जे खब्बे धब्बे किल्ली होकांच कंवारीशर्म उतारीचार भारी लागेहोके तेज़ कटारीआगे चली चलीकांच कंवारीशर्म उतारीचार भारी लागेज भाड़ दुनिया दारीवो चली चली चलीअली ओअली अली अली अली…तू रब कानाम साईं काअली अली अली अलीनाम रब कानाम साईं काअली अली अली अली…जुग रुख पीपल होईजिसनु पूजे कोईजिसदी फ़सल ना बोयीघर रख ना बोयीरस् नाप मरजानीपत् बारिश पानीजब नज़दीक आनीजुग मैली जानीतू रब कानाम साईं काअली अली अली अलीनाम रब कानाम साईं काअली अली अली अली…शर्फ़ ख़ुदा काज़र्फ ख़ुदा काअली अली अली अलीशर्फ़ ख़ुदा काज़र्फ ख़ुदा काअली अली अली अलीस रे… साइयांमैं उत्तेछड़ डोरियांमैं उत्तेछड़ डोर ओ…मैं उत्तेछड़ डोरियांओ… 
480,पटोला,party,"गुरु रंधावा
",मित्र जान जद निकले हाय जद निकले मित्र जान चढ़ जवा गोरा गोरा रंग गोरा गोरा रंग मुंडेय तंग गोरे हाथ गोरे हाथ गोरे हाथ लाल चुडा छनके मुड़ेय जान जद निकले हाय जद निकले जद निकले पटोला मुड़ेय जान जद निकले पटोला मुड़ेय जान काला सूट काला तिल मुखड़े जचदा नज़र ना बचाके बेबी रखदा काला सूट काला तिल मुखड़े जचदा नज़र ना बचाके बेबी रखदा इशारे करदे इशारे करदे इशारे करदे मुड़े डर मुड़ेय जान जद निकले हाय जद निकले जद निकले पटोला मुड़ेय जान जद निकले पटोला मुड़ेय जान अख अख च प्यार नाल पा लेया गल्ल गल्ल लेया सुप हाय व्याह लेया लेया व्याह लेया अख अख च प्यार नाल पा लेया गल्ल गल्ल लेया सुप हाय व्याह लेया लेया व्याह लेया रोज़ रोज़ डेली आव चल जद निकले हाय जद निकले जद निकले पटोला मुड़ेय जान जद निकले पटोला मुड़ेय जान जद निकले हाय जद निकले जद निकले पटोला मुड़ेय जान जद निकले पटोला मुड़ेय जान जद निकले हाय जद निकले जद निकले पटोला मुड़ेय जान जद निकले पटोला मुड़ेय जान 
481,पत्थर के सनम,sad,"लता मंगेशकर, मुहम्मद रफ़ी",बेकरार छाई बहार बालमा इंतजार बेकरार छाई बहार बालमा इंतजार सूरज देखे चंदा देखे देखे तरसे देखे तरसे सूरज देखे चंदा देखे देखे तरसे देखे तरसे बरसे बदरीया अँख बरसे अँख बरसे बरसे बदरीया अँख बरसे अँख बरसे बेकरार छाई बहार बालमा इंतजार बेकरार नैन तारा टूटे मिट्टी मिल मिट्टी मिल नैन तारा टूटे मिट्टी मिल मिट्टी मिल आँसू बरसात बलमवा आँसू बरसात बलमवा दिल आग लगाये दिल आग लगाये बेकरार छाई बहार बालमा इंतजार बेकरार नज़रे ढूँढ मुखड़ा दिखला मुखड़ा दिखला नज़रे ढूँढ मुखड़ा दिखला मुखड़ा दिखला रस् आस लगाये आनेवाले आनेवाले रस् आस लगाये आनेवाले बेकरार छाई बहार बालमा इंतजार बेकरार छाई बहार बालमा इंतजार 
482,परदेस जा के परदेसिया,sad,लता मंगेशकर,दिल पुकारा ग़म हारा बदनाम प्यार दिल पुकारा ग़म हारा बदनाम प्यार मौत तरफ़ जान तरफ़ बोल शाम-ए-जुद बोल शाम-ए-जुद आस मिल तड़प दिल पुकारा ग़म हारा बदनाम प्यार घबराये हाय दिल घबराये हाय दिल सपन आके मिल सपन आके मिल दिल पुकारा ग़म हारा बदनाम प्यार आप बीमार-ए-ग़म देख देख देखा ना सम देखा ना सम दम देख दिल पुकारा ग़म हारा बदनाम प्यार 
483,परदेसिया,romantic,किशोर कुमार,चोरी-चोरी मिल चाँद-चकोरी परदेसिया परदेसिया सच पिया दिल परदेसिया परदेसिया सच पिया दिल दिल फूल कल गाँव गल बदनाम नदिया किनारे छत चौबारे मिलके हँसने-रो सुन पिया सुन पिया धड़के दिल दिल लोग कह रह सच झूठ बताय मस् मस् ख़ुशी नाच गाय किस दिल दिल दिल कह दिल रह दिल कली खिल मा मा मंज़िल मिल मिल मिल पिया दिल दिल परदेसिया परदेसिया सच पिया दिल परदेसिया सच पिया दिल दिल 
484,परदेसियों से ना अंखियां मिलाना,sad,मोहम्मद रफ़ी,परदेस ना अँख मिल परदेस ना अँख मिल परदेस दिन परदेस ना अँख मिल परदेस ना अँख मिल रूत मस्ता रूत मस्ता बन कहा बन कहा अबके बरस देख फ़स परदेस ना अँख मिल परदेस ना अँख मिल सच पंछी इनको सच पंछी इनको रात ठहर उड़ जाएं दिन रात ठहर उड़ जाएं दिन ठिक परदेस ना अँख मिल परदेस ना अँख मिल बाग जब-जब फूल खिल बाग जब-जब फूल खिल तब-तब हरज मिल तब-तब हरज मिल गुज़र पतझड़ ज़म परदेस ना अँख मिल परदेस ना अँख मिल परदेस दिन परदेस ना अँख मिल परदेस ना अँख मिल 
485,परदेसी परदेसी जाना नहीं,sad,"अलका याग्निक, कुमार सानू",नह कह प्यार मुसाफिर ऐतबार छोड़ छोड़ परदेसी परदेसी नह परदेसी परदेसी नह छोड़ छोड़ परदेसी परदेसी नह मुह मोड़ दिल तोड़ परदेसी यारा वादा निभ याद भूल ना परदेसी परदेसी नह छोड़ छोड़ परदेसी परदेसी नह मुह मोड़ दिल तोड़ परदेसी यारा वादा निभ याद भूल ना परदेसी परदेसी नह छोड़ छोड़ हाय दिल रह प्यार प्यार ज़िन्दगी बहार फूल मौसम मिल आते पतझड़ पंछी बन उड़ फूल मौसम मिल आते पतझड़ पंछी बन उड़ हँस आँख आँसू वादा वापस आते परदेसी यारा गुज़रा ज़म याद भूल परदेसी परदेसी नह छोड़ छोड़ भूल ना भूल ना भूल ना सच दुनियावाले प्यार प्यार रोग बुरा रोग डर सच दुनियावाले प्यार प्यार रोग बुरा रोग डर दीवान किस्मत तन्ह इश्क दूजा यार जुद परदेसी यारा ना रुल याद भूल ना परदेसी परदेसी नह छोड़ छोड़ परदेसी यारा वादा निभ परदेसी यारा लौट याद भूल ना परदेसी नह छोड़ छोड़ परदेसी नह मुह मोड़ दिल तोड़ परदेसी नह छोड़ छोड़ 
486,परवरदिगारा,sad,रितुराज मोहंती,ऐय खुदा ख़फा गैर ना ज़ेहन टूट जुड़ मुझमे ना परवरदिगारा तोड़ परवरदिगारा अर्जी ज़ख्म जुदा काली रात माँगा सवेरा वक़्त छीन बन्दिगी आशकि काँट चल परवरदिगारा तोड़ परवरदिगारा परवरदिगारा 
487,पल,romantic,अरिजीत सिंह,पल पल थम हाथ हाथ चलूँ दाय बाय रुत हव साथिया हंसू गाये रोऊँ मुरझाये भीगूँ बरस साथिया साया शकल हाल आजकल सुबह धुप आई रूप साथ खूब हमसफ़र इश्क रंग खींच संग खो रुक पल ना साथिया मांगे ख्वाब खुश आबाद जुदा जुदा नह पल पल थम हाथ हाथ चलूँ दाय बाय रुत हव साथिया हंसू गाये रोऊँ मुरझाये भीगूँ बरस साथिया मम मम्म 
488,पल पल दिल के पास,romantic,अरिजीत सिंह,रह पल पल दिल पासजुड़ी सांसखुद ना यकीनमुझको पायामुश्किल घड़ हुईअब आयाएक बात तुझसेतू पास मेरेसी सर केसुन अपनासी सर केसुन अपन लिखदी नाल ज़िन्दडी जानियेबस रह नाल जुरियेरह पल पल दिल पासजुड़ी सांससी सर केसुन अपनाहिन्दीट्रैक्सओ अपनानाल सोचांबारी कोला चन्न दिख जावेअख च बितन रात सारियांजे मन लागे अख ना लागेप्यार उह्न् प्यार खांविच आवे प्यार अहन्नादुनिया असी दुनिया दूरहुण नाल सपनासी सर केसुन ओतेरी उँगल आसम पेखींचू लम्बी लकीरआधा आधा मेराइस अमीरकोई नज़र ना मेनूतू दुनिया वखरी गयीउठ्ठा तैनू तकदा जावांतू नौकरी गयीकोई नज़र ना मेनूतू दुनिया वखरी गयीउठ्ठा तैनू तकदा जावांतू नौकरी गयीदूर पल ना गवारा होचल घुमे दुनिया संग आवारा होसी सर केसुन अपनाह अपनानाम अपनारह पल पल दिल पासजुड़ी सांस 
489,पल पल दिल के पास,romantic,किशोर कुमार,पल पल दिल पास पल पल दिल पास पल पल दिल पास जीवन मीठी प्यास पल पल दिल पास शाम आँख आँचल लहर रात याद बारात आए साँस ले खुशबू महका-महका पैगाम ला दिल धड़कन गीत गा पल पल दिल पास हो… देखा आँगन बाँध बंधन रिश् सप बेग लग सोच रह डर डर कह पल पल दिल पास हो… सोच प्यार समझ दीव इकरार दीवान बात दीव जान जल मज़ा परव जान जल रह ख़्वाब पल पल दिल पास जीवन मीठी प्यास पल पल दिल पास 
490,पल भर में,sad,लता मंगेशकर,पल भर मन चुनरी सुन पवन सावन सजन दिन भर सताये बिन नह बिन नह आशा छोटी नय्या चली पुरवैय्या डोले डोले झुमका बोले चुपके भेद खोले प्यार बुल पल भर मन चुनरी सुन पवन सावन सजन दिन भर सताये बिन नह बहार सिमटके कह लिपटके चोरी चोरी चलो गोरी थामे बय मोरी मिल मिल दीव पल भर मन चुनरी सुन पवन सावन सजन दिन भर सताये बिन नह बिन नह 
491,पलट तेरा हीरो इधर है,romantic,अरिजीत सिंह,देखा हाय हिल सी दिल देखा हाय हिल सी दिल मम्मी डैडी मिल ग़लत पलट… ध्यान किधर हीरो इधर ध्यान किधर हीरो इधर ध्यान किधर हीरो इधर पलट… ख़बर ध्यान किधर ध्यान किधर हीरो इधर कह ज़म नह आसान पा आह… नख़रे उठाऊं सनम क़सम टांग चाँद कुर् कहूं ग़लत पलट ध्यान किधर हीरो इधर ध्यान किधर हीरो इधर पलट ना … ख़बर ध्यान किधर ध्यान किधर हीरो इधर ध्यान किधर हीरो इधर 
492,पहला पहला प्यार,romantic,कुमार सानू,पहला पहला प्यार पहला पहला प्यार यार नज़र दीव दीव दीव दीव पहला पहला प्यार यार नज़र दीव दीव दीव दीव दिल खबर कित हस शाम-ओ-सहर दिल खबर कित हस शाम-ओ-सहर हाल तु जग दर्द दीदार तीर जिगर पार यार नज़र दीव दीव दीव दीव बेचै जान कुर्बान बेचै जान कुर्बान जूनून नशा चाहत मज़ा बिन बोले इकरार बिन बोले इज़हार यार नज़र दीव दीव दीव दीव 
493,पहला प्यार,romantic,अरमान मलिक,बात ज़रूरी मिल ज़रूरी मिटा दे दूरी बात ज़रूरी मिल ज़रूरी हिन्दीट्रैक्स मिटा दे दूरी झूठी राह दुनिया इश्क ना ना मिल पहला पहला प्यार पहला पहला प्यार पहला पहला प्यार पहला पहला प्यार शहर होंगे बोरियत भरे रह नह जिनम संग खबर रौनक बि तन्हा शहर तरस आता ना खड़ा मील साल सफ़र परवाह नह पहुच पहला पहला प्यार पहला पहला प्यार पहला पहला प्यार पहला पहला प्यार जी जीत ना फासला सास चल रास् खलिश ख़ुशी खता सिवा ना वास् 
